,label
533,0
534,5
535,7
536,0
537,7
538,5
539,0
540,7
541,5
542,5
543,5
544,0
545,7
546,0
547,5
548,5
549,5
550,0
551,5
552,5
553,5
554,0
555,6
556,5
557,7
558,0
559,5
560,0
561,7
562,7
563,5
564,0
565,5
566,0
567,7
568,7
569,7
570,0
571,5
572,5
573,5
574,0
575,5
576,7
577,0
578,0
579,3
580,7
581,5
582,7
583,7
584,5
585,7
586,5
587,0
588,0
589,7
590,6
591,0
592,0
593,0
594,0
595,0
596,7
597,5
598,0
599,5
600,5
601,7
602,5
603,0
604,0
605,0
606,5
607,5
608,0
609,5
610,0
611,0
612,5
613,5
614,5
615,5
616,0
617,0
618,5
619,7
620,0
621,5
622,5
623,0
624,0
625,7
626,0
627,5
628,0
629,7
630,0
631,7
632,0
633,5
634,7
635,6
636,7
637,5
638,0
639,0
640,5
641,6
642,5
643,5
644,7
645,0
646,7
647,5
648,5
649,5
650,0
651,0
652,5
653,0
654,5
655,7
656,7
657,7
658,0
659,5
660,6
661,5
662,0
663,0
664,0
665,7
666,5
667,5
668,0
669,0
670,0
671,0
672,0
673,5
674,7
675,5
676,0
677,0
678,0
679,0
680,7
681,0
682,0
683,0
684,5
685,0
686,5
687,6
688,0
689,0
690,0
691,0
692,0
693,5
694,7
695,5
696,0
697,7
698,0
699,0
700,0
701,5
702,5
703,0
704,5
705,5
706,5
707,5
708,6
709,7
710,5
711,0
712,5
713,7
714,5
715,0
716,7
717,0
718,5
719,5
720,0
721,0
722,5
723,0
724,5
725,0
726,6
727,7
728,0
729,7
730,0
731,0
732,5
733,0
734,5
735,0
736,5
737,5
738,5
739,0
740,0
741,7
742,5
743,0
744,5
745,5
746,7
747,5
748,7
749,7
750,5
751,0
752,5
753,0
754,0
755,5
756,7
757,0
758,5
759,7
760,0
761,6
762,7
763,7
764,0
765,0
766,5
767,7
768,7
769,5
770,5
771,0
772,7
773,0
774,5
775,7
776,5
777,0
778,5
779,0
780,7
781,5
782,5
783,0
784,0
785,5
786,7
787,5
788,0
789,7
790,7
791,5
792,0
793,0
794,5
795,5
796,0
797,0
798,0
799,5
800,5
801,0
802,0
803,7
804,0
805,0
806,0
807,0
808,7
809,0
810,5
811,0
812,0
813,5
814,0
815,5
816,6
817,7
818,0
819,5
820,5
821,5
822,0
823,5
824,5
825,5
826,0
827,0
828,5
829,0
830,5
831,0
832,0
833,5
834,5
835,5
836,7
837,5
838,7
839,0
840,0
841,0
842,0
843,5
844,5
845,5
846,7
847,7
848,7
849,0
850,5
851,5
852,0
853,5
854,5
855,5
856,5
857,7
858,0
859,7
860,7
861,5
862,7
863,0
864,0
865,0
866,5
867,0
868,0
869,5
870,5
871,0
872,6
873,5
874,0
875,5
876,0
877,5
878,5
879,0
880,5
881,5
882,0
883,5
884,5
885,0
886,7
887,5
888,0
889,0
890,5
891,0
892,5
893,0
894,5
895,6
896,0
897,0
898,5
899,0
900,5
901,6
902,5
903,7
904,0
905,5
906,0
907,0
908,0
909,0
910,5
911,0
912,0
913,0
914,5
915,5
916,0
917,0
918,0
919,0
920,5
921,5
922,5
923,7
924,0
925,0
926,5
927,6
928,7
929,0
930,0
931,5
932,0
933,7
934,5
935,7
936,5
937,5
938,0
939,0
940,0
941,5
942,7
943,5
944,0
945,7
946,0
947,5
948,5
949,7
950,7
951,0
952,5
953,5
954,5
955,0
956,0
957,0
958,5
959,7
960,5
961,0
962,7
963,0
964,0
965,5
966,7
967,5
968,0
969,0
970,5
971,0
972,5
973,5
974,0
975,5
976,7
977,0
978,0
979,0
980,5
981,0
982,6
983,0
984,0
985,0
986,0
987,0
988,7
989,0
990,0
991,0
992,5
993,6
994,5
995,0
996,5
997,0
998,0
999,5
1000,0
1001,5
1002,0
1003,0
1004,5
1005,0
1006,0
1007,5
1008,0
1009,5
1010,0
1011,0
1012,5
1013,0
1014,7
1015,0
1016,0
1017,5
1018,5
1019,7
1020,7
1021,7
1022,0
1023,0
1024,0
1025,0
1026,5
1027,5
1028,7
1029,7
1030,0
1031,7
1032,5
1033,0
1034,0
1035,5
1036,5
1037,0
1038,0
1039,6
1040,0
1041,7
1042,7
1043,5
1044,7
1045,0
1046,5
1047,7
1048,5
1049,0
1050,7
1051,0
1052,0
1053,0
1054,7
1055,0
1056,0
1057,7
1058,0
1059,0
1060,0
1061,0
1062,5
1063,7
1064,7
1065,0
1066,5
1067,0
1068,5
1069,0
1070,5
1071,5
1072,0
1073,0
1074,0
1075,7
1076,5
1077,5
1078,5
1079,0
1080,5
1081,5
1082,0
1083,0
1084,0
1085,5
1086,0
1087,6
1088,5
1089,0
1090,5
1091,7
1092,0
1093,7
1094,0
1095,0
1096,5
1097,5
1098,0
1099,5
1100,5
1101,7
1102,5
1103,7
1104,5
1105,0
1106,5
1107,7
1108,5
1109,0
1110,5
1111,0
1112,0
1113,0
1114,5
1115,7
1116,0
1117,7
1118,0
1119,5
1120,5
1121,0
1122,0
1123,0
1124,0
1125,7
1126,5
1127,0
1128,7
1129,0
1130,0
1131,5
1132,0
1133,0
1134,7
1135,5
1136,5
1137,5
1138,0
1139,7
1140,7
1141,5
1142,5
1143,0
1144,0
1145,0
1146,5
1147,5
1148,5
1149,7
1150,5
1151,0
1152,7
1153,0
1154,0
1155,7
1156,7
1157,0
1158,0
1159,5
1160,7
1161,5
1162,5
1163,5
1164,5
1165,5
1166,6
1167,5
1168,0
1169,5
1170,0
1171,7
1172,5
1173,5
1174,5
1175,6
1176,5
1177,5
1178,0
1179,0
1180,0
1181,7
1182,0
1183,0
1184,7
1185,6
1186,5
1187,7
1188,0
1189,0
1190,7
1191,0
1192,0
1193,0
1194,5
1195,5
1196,5
1197,7
1198,7
1199,6
1200,7
1201,7
1202,5
1203,5
1204,7
1205,7
1206,5
1207,7
1208,7
1209,7
1210,5
1211,0
1212,7
1213,5
1214,0
1215,0
1216,7
1217,5
1218,0
1219,5
1220,6
1221,5
1222,0
1223,7
1224,5
1225,7
1226,5
1227,0
1228,7
1229,0
1230,7
1231,5
1232,7
1233,0
1234,0
1235,0
1236,0
1237,5
1238,5
1239,0
1240,7
1241,0
1242,0
1243,0
1244,5
1245,0
1246,0
1247,0
1248,0
1249,7
1250,0
1251,5
1252,5
1253,6
1254,5
1255,5
1256,5
1257,0
1258,7
1259,5
1260,5
1261,7
1262,0
1263,5
1264,7
1265,5
1266,7
1267,5
1268,7
1269,0
1270,0
1271,0
1272,0
1273,5
1274,5
1275,5
1276,5
1277,5
1278,7
1279,0
1280,5
1281,0
1282,7
1283,0
1284,0
1285,5
1286,5
1287,0
1288,5
1289,5
1290,5
1291,0
1292,0
1293,0
1294,5
1295,0
1296,0
1297,7
1298,5
1299,0
1300,0
1301,7
1302,5
1303,5
1304,7
1305,7
1306,5
1307,0
1308,0
1309,7
1310,0
1311,5
1312,6
1313,7
1314,5
1315,0
1316,0
1317,0
1318,0
1319,5
1320,5
1321,6
1322,5
1323,7
1324,5
1325,5
1326,5
1327,0
1328,5
1329,0
1330,0
1331,5
1332,5
1333,0
1334,0
1335,7
1336,5
1337,0
1338,0
1339,5
1340,5
1341,0
1342,7
1343,0
1344,6
1345,7
1346,5
1347,7
1348,5
1349,0
1350,0
1351,5
1352,0
1353,0
1354,5
1355,5
1356,5
1357,7
1358,0
1359,5
1360,0
1361,7
1362,0
1363,5
1364,5
1365,5
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,6
1373,5
1374,0
1375,5
1376,7
1377,5
1378,0
1379,5
1380,0
1381,0
1382,5
1383,0
1384,0
1385,0
1386,0
1387,5
1388,0
1389,0
1390,5
1391,0
1392,0
1393,0
1394,7
1395,5
1396,5
1397,0
1398,0
1399,5
1400,0
1401,5
1402,5
1403,0
1404,0
1405,7
1406,5
1407,0
1408,5
1409,7
1410,7
1411,7
1412,5
1413,7
1414,0
1415,5
1416,7
1417,5
1418,5
1419,0
1420,0
1421,5
1422,5
1423,7
1424,0
1425,0
1426,0
1427,5
1428,0
1429,7
1430,5
1431,0
1432,0
1433,0
1434,5
1435,7
1436,5
1437,7
1438,5
1439,0
1440,0
1441,7
1442,5
1443,5
1444,0
1445,0
1446,5
1447,0
1448,7
1449,0
1450,5
1451,0
1452,0
1453,5
1454,5
1455,0
1456,7
1457,5
1458,5
1459,7
1460,5
1461,7
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,7
1470,5
1471,5
1472,5
1473,0
1474,5
1475,5
1476,0
1477,7
1478,0
1479,5
1480,7
1481,0
1482,0
1483,0
1484,0
1485,5
1486,7
1487,0
1488,5
1489,0
1490,0
1491,0
1492,7
1493,7
1494,0
1495,0
1496,0
1497,0
1498,5
1499,0
1500,5
1501,0
1502,0
1503,5
1504,0
1505,0
1506,5
1507,5
1508,0
1509,7
1510,0
1511,0
1512,0
1513,7
1514,0
1515,0
1516,5
1517,7
1518,0
1519,7
1520,5
1521,0
1522,5
1523,7
1524,0
1525,7
1526,7
1527,5
1528,0
1529,5
1530,0
1531,5
1532,7
1533,0
1534,0
1535,0
1536,0
1537,5
1538,0
1539,5
1540,0
1541,7
1542,5
1543,5
1544,5
1545,5
1546,0
1547,7
1548,5
1549,0
1550,5
1551,7
1552,0
1553,5
1554,5
1555,5
1556,5
1557,0
1558,5
1559,5
1560,7
1561,5
1562,0
1563,0
1564,5
1565,5
1566,0
1567,0
1568,0
1569,7
1570,7
1571,5
1572,0
1573,0
1574,5
1575,7
1576,5
1577,0
1578,6
1579,5
1580,0
1581,0
1582,0
1583,7
1584,5
1585,0
1586,5
1587,0
1588,5
1589,5
1590,0
1591,0
1592,5
1593,7
1594,5
1595,0
1596,0
1597,0
1598,0
1599,5
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,5
1608,7
1609,7
1610,5
1611,0
1612,0
1613,5
1614,5
1615,5
1616,0
1617,0
1618,5
1619,0
1620,0
1621,5
1622,5
1623,0
1624,0
1625,5
1626,0
1627,5
1628,5
1629,0
1630,7
1631,0
1632,0
1633,0
1634,0
1635,0
1636,7
1637,5
1638,6
1639,5
1640,7
1641,0
1642,5
1643,0
1644,7
1645,6
1646,0
1647,5
1648,5
1649,0
1650,3
1651,5
1652,0
1653,5
1654,0
1655,0
1656,0
1657,5
1658,5
1659,0
1660,5
1661,5
1662,0
1663,0
1664,5
1665,5
1666,5
1667,5
1668,0
1669,5
1670,7
1671,0
1672,0
1673,7
1674,0
1675,7
1676,5
1677,0
1678,5
1679,5
1680,0
1681,5
1682,0
1683,0
1684,5
1685,0
1686,0
1687,0
1688,0
1689,0
1690,5
1691,5
1692,0
1693,0
1694,0
1695,5
1696,0
1697,0
1698,7
1699,7
1700,5
1701,5
1702,0
1703,5
1704,5
1705,5
1706,7
1707,7
1708,5
1709,5
1710,7
1711,5
1712,0
1713,0
1714,5
1715,5
1716,0
1717,0
1718,0
1719,0
1720,0
1721,5
1722,5
1723,0
1724,5
1725,0
1726,0
1727,6
1728,0
1729,0
1730,5
1731,6
1732,0
1733,0
1734,0
1735,5
1736,0
1737,0
1738,0
1739,7
1740,0
1741,5
1742,0
1743,5
1744,0
1745,7
1746,5
1747,0
1748,0
1749,5
1750,0
1751,5
1752,5
1753,0
1754,7
1755,5
1756,5
1757,0
1758,0
1759,5
1760,7
1761,0
1762,5
1763,5
1764,0
1765,7
1766,5
1767,0
1768,5
1769,0
1770,5
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,5
1779,5
1780,5
1781,5
1782,5
1783,5
1784,0
1785,0
1786,0
1787,0
1788,5
1789,5
1790,5
1791,6
1792,5
1793,5
1794,0
1795,5
1796,0
1797,0
1798,0
1799,0
1800,0
1801,7
1802,5
1803,5
1804,5
1805,0
1806,0
1807,0
1808,7
1809,0
1810,7
1811,0
1812,7
1813,7
1814,5
1815,0
1816,7
1817,1
1818,5
1819,0
1820,6
1821,5
1822,5
1823,0
1824,7
1825,0
1826,7
1827,0
1828,0
1829,5
1830,0
1831,7
1832,5
1833,0
1834,5
1835,7
1836,5
1837,0
1838,0
1839,5
1840,5
1841,5
1842,0
1843,5
1844,0
1845,0
1846,0
1847,0
1848,7
1849,5
1850,5
1851,5
1852,7
1853,0
1854,0
1855,5
1856,7
1857,5
1858,7
1859,0
1860,0
1861,7
1862,5
1863,7
1864,5
1865,5
1866,6
1867,0
1868,5
1869,5
1870,5
1871,5
1872,0
1873,7
1874,7
1875,7
1876,5
1877,0
1878,0
1879,0
1880,0
1881,5
1882,5
1883,7
1884,0
1885,0
1886,5
1887,0
1888,5
1889,5
1890,0
1891,5
1892,5
1893,0
1894,5
1895,0
1896,5
1897,0
1898,5
1899,5
1900,7
1901,0
1902,0
1903,0
1904,7
1905,0
1906,7
1907,0
1908,0
1909,5
1910,5
1911,0
1912,0
1913,5
1914,0
1915,0
1916,5
1917,5
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,7
1926,0
1927,0
1928,5
1929,5
1930,0
1931,0
1932,0
1933,5
1934,0
1935,7
1936,5
1937,7
1938,5
1939,0
1940,0
1941,0
1942,5
1943,0
1944,0
1945,5
1946,5
1947,5
1948,5
1949,5
1950,5
1951,5
1952,5
1953,5
1954,0
1955,0
1956,7
1957,0
1958,0
1959,5
1960,0
1961,7
1962,5
1963,0
1964,5
1965,5
1966,0
1967,5
1968,5
1969,0
1970,5
1971,0
1972,5
1973,0
1974,0
1975,0
1976,5
1977,0
1978,5
1979,5
1980,5
1981,0
1982,0
1983,6
1984,6
1985,5
1986,0
1987,0
1988,5
1989,5
1990,0
1991,5
1992,7
1993,5
1994,5
1995,0
1996,0
1997,0
1998,0
1999,5
2000,5
2001,5
2002,0
2003,0
2004,7
2005,5
2006,7
2007,5
2008,7
2009,0
2010,5
2011,5
2012,5
2013,5
2014,5
2015,0
2016,0
2017,5
2018,7
2019,5
2020,0
2021,5
2022,5
2023,7
2024,5
2025,0
2026,0
2027,5
2028,7
2029,5
2030,5
2031,7
2032,0
2033,0
2034,0
2035,5
2036,0
2037,5
2038,0
2039,5
2040,5
2041,0
2042,5
2043,0
2044,0
2045,0
2046,0
2047,7
2048,0
2049,0
2050,0
2051,0
2052,0
2053,5
2054,7
2055,0
2056,0
2057,5
2058,0
2059,5
2060,0
2061,0
2062,5
2063,5
2064,7
2065,0
2066,5
2067,5
2068,5
2069,5
2070,5
2071,0
2072,6
2073,0
2074,0
2075,5
2076,0
2077,5
2078,0
2079,5
2080,5
2081,7
2082,7
2083,0
2084,0
2085,0
2086,5
2087,0
2088,0
2089,5
2090,5
2091,0
2092,0
2093,0
2094,0
2095,0
2096,0
2097,5
2098,6
2099,7
2100,5
2101,7
2102,5
2103,5
2104,5
2105,0
2106,7
2107,5
2108,5
2109,7
2110,0
2111,0
2112,0
2113,0
2114,0
2115,5
2116,0
2117,7
2118,0
2119,7
2120,0
2121,0
2122,7
2123,0
2124,0
2125,5
2126,5
2127,0
2128,0
2129,5
2130,7
2131,7
2132,7
2133,0
2134,5
2135,0
2136,0
2137,5
2138,5
2139,6
2140,0
2141,5
2142,5
2143,5
2144,0
2145,0
2146,0
2147,0
2148,5
2149,5
2150,5
2151,5
2152,7
2153,0
2154,7
2155,6
2156,0
2157,7
2158,0
2159,0
2160,5
2161,5
2162,0
2163,6
2164,7
2165,0
2166,7
2167,7
2168,5
2169,0
2170,5
2171,7
2172,5
2173,5
2174,5
2175,5
2176,7
2177,0
2178,5
2179,7
2180,0
2181,0
2182,0
2183,0
2184,5
2185,0
2186,7
2187,5
2188,0
2189,7
2190,5
2191,0
2192,6
2193,5
2194,0
2195,0
2196,5
2197,0
2198,7
2199,5
2200,5
2201,5
2202,0
2203,5
2204,0
2205,0
2206,5
2207,7
2208,6
2209,0
2210,5
2211,5
2212,0
2213,0
2214,0
2215,0
2216,7
2217,5
2218,5
2219,0
2220,7
2221,0
2222,5
2223,5
2224,5
2225,0
2226,0
2227,0
2228,5
2229,7
2230,5
2231,0
2232,0
2233,7
2234,0
2235,5
2236,5
2237,0
2238,5
2239,0
2240,5
2241,5
2242,0
2243,0
2244,5
2245,5
2246,5
2247,5
2248,0
2249,0
2250,5
2251,0
2252,0
2253,0
2254,5
2255,5
2256,0
2257,7
2258,5
2259,0
2260,5
2261,0
2262,0
2263,7
2264,5
2265,5
2266,7
2267,0
2268,5
2269,5
2270,0
2271,5
2272,0
2273,7
2274,0
2275,0
2276,0
2277,5
2278,5
2279,0
2280,0
2281,7
2282,0
2283,5
2284,0
2285,0
2286,7
2287,7
2288,6
2289,5
2290,5
2291,5
2292,5
2293,5
2294,0
2295,5
2296,5
2297,7
2298,7
2299,5
2300,5
2301,5
2302,5
2303,7
2304,5
2305,5
2306,5
2307,5
2308,7
2309,0
2310,5
2311,5
2312,0
2313,5
2314,0
2315,5
2316,7
2317,7
2318,5
2319,0
2320,5
2321,0
2322,0
2323,0
2324,0
2325,0
2326,6
2327,7
2328,7
2329,5
2330,0
2331,5
2332,5
2333,0
2334,7
2335,5
2336,0
2337,7
2338,5
2339,5
2340,7
2341,5
2342,5
2343,7
2344,0
2345,0
2346,7
2347,6
2348,0
2349,5
2350,5
2351,7
2352,5
2353,6
2354,0
2355,0
2356,7
2357,5
2358,5
2359,0
2360,5
2361,7
2362,5
2363,0
2364,5
2365,5
2366,0
2367,7
2368,7
2369,5
2370,0
2371,7
2372,0
2373,0
2374,0
2375,0
2376,0
2377,5
2378,0
2379,0
2380,7
2381,5
2382,7
2383,0
2384,6
2385,5
2386,5
2387,0
2388,5
2389,5
2390,7
2391,7
2392,7
2393,7
2394,7
2395,0
2396,0
2397,0
2398,0
2399,5
2400,0
2401,5
2402,5
2403,0
2404,0
2405,0
2406,0
2407,7
2408,0
2409,5
2410,5
2411,0
2412,7
2413,0
2414,5
2415,0
2416,5
2417,5
2418,5
2419,5
2420,7
2421,7
2422,0
2423,0
2424,0
2425,0
2426,0
2427,5
2428,0
2429,0
2430,7
2431,0
2432,0
2433,0
2434,0
2435,0
2436,0
2437,0
2438,5
2439,5
2440,0
2441,0
2442,5
2443,5
2444,5
2445,7
2446,0
2447,0
2448,7
2449,0
2450,5
2451,7
2452,0
2453,7
2454,0
2455,5
2456,0
2457,0
2458,5
2459,0
2460,0
2461,5
2462,0
2463,0
2464,0
2465,0
2466,0
2467,0
2468,5
2469,0
2470,0
2471,0
2472,5
2473,0
2474,0
2475,0
2476,5
2477,5
2478,6
2479,0
2480,0
2481,0
2482,0
2483,0
2484,0
2485,0
2486,0
2487,5
2488,5
2489,0
2490,7
2491,5
2492,0
2493,0
2494,7
2495,0
2496,7
2497,0
2498,5
2499,5
2500,0
2501,0
2502,5
2503,5
2504,0
2505,0
2506,0
2507,7
2508,7
2509,5
2510,0
2511,7
2512,5
2513,5
2514,5
2515,7
2516,5
2517,5
2518,0
2519,7
2520,5
2521,5
2522,5
2523,0
2524,0
2525,0
2526,0
2527,0
2528,0
2529,5
2530,0
2531,0
2532,0
2533,7
2534,0
2535,0
2536,0
2537,7
2538,0
2539,0
2540,5
2541,5
2542,0
2543,5
2544,0
2545,5
2546,0
2547,7
2548,0
2549,5
2550,0
2551,7
2552,5
2553,7
2554,0
2555,7
2556,0
2557,5
2558,5
2559,0
2560,0
2561,7
2562,5
2563,5
2564,5
2565,5
2566,7
2567,0
2568,0
2569,5
2570,0
2571,7
2572,0
2573,0
2574,5
2575,0
2576,0
2577,7
2578,0
2579,5
2580,0
2581,0
2582,0
2583,0
2584,5
2585,5
2586,5
2587,5
2588,7
2589,7
2590,0
2591,7
2592,5
2593,0
2594,0
2595,5
2596,0
2597,0
2598,0
2599,0
2600,0
2601,5
2602,0
2603,0
2604,5
2605,5
2606,7
2607,7
2608,5
2609,0
2610,0
2611,5
2612,5
2613,5
2614,0
2615,7
2616,5
2617,5
2618,7
2619,0
2620,0
2621,0
2622,0
2623,5
2624,5
2625,7
2626,0
2627,7
2628,0
2629,5
2630,6
2631,7
2632,0
2633,5
2634,0
2635,7
2636,0
2637,0
2638,5
2639,0
2640,0
2641,0
2642,7
2643,0
2644,5
2645,5
2646,5
2647,7
2648,0
2649,0
2650,5
2651,0
2652,5
2653,5
2654,5
2655,5
2656,5
2657,0
2658,5
2659,5
2660,5
2661,0
2662,0
2663,0
2664,7
2665,7
2666,0
2667,0
2668,5
2669,5
2670,0
2671,7
2672,0
2673,0
2674,0
2675,7
2676,0
2677,5
2678,5
2679,0
2680,0
2681,6
2682,0
2683,0
2684,0
2685,7
2686,0
2687,7
2688,0
2689,0
2690,5
2691,7
2692,5
2693,5
2694,5
2695,0
2696,7
2697,0
2698,0
2699,0
2700,5
2701,0
2702,5
2703,0
2704,5
2705,0
2706,5
2707,5
2708,7
2709,0
2710,0
2711,0
2712,0
2713,5
2714,5
2715,5
2716,0
2717,0
2718,0
2719,0
2720,5
2721,0
2722,7
2723,0
2724,7
2725,0
2726,0
2727,0
2728,5
2729,0
2730,0
2731,7
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2739,5
2740,0
2741,1
2742,5
2743,0
2744,7
2745,0
2746,5
2747,5
2748,0
2749,0
2750,5
2751,5
2752,0
2753,0
2754,5
2755,5
2756,7
2757,5
2758,6
2759,5
2760,7
2761,0
2762,0
2763,5
2764,7
2765,5
2766,7
2767,0
2768,0
2769,0
2770,5
2771,5
2772,0
2773,5
2774,0
2775,7
2776,0
2777,5
2778,5
2779,5
2780,5
2781,5
2782,5
2783,0
2784,5
2785,0
2786,0
2787,5
2788,5
2789,0
2790,5
2791,0
2792,0
2793,0
2794,0
2795,7
2796,7
2797,0
2798,7
2799,0
2800,0
2801,0
2802,5
2803,0
2804,6
2805,7
2806,0
2807,7
2808,0
2809,0
2810,5
2811,5
2812,7
2813,7
2814,0
2815,0
2816,0
2817,0
2818,0
2819,5
2820,7
2821,5
2822,0
2823,5
2824,0
2825,0
2826,7
2827,0
2828,5
2829,0
2830,0
2831,5
2832,7
2833,0
2834,0
2835,5
2836,7
2837,5
2838,7
2839,5
2840,0
2841,0
2842,5
2843,0
2844,0
2845,0
2846,0
2847,0
2848,7
2849,0
2850,5
2851,0
2852,5
2853,7
2854,5
2855,0
2856,0
2857,7
2858,0
2859,5
2860,0
2861,0
2862,7
2863,0
2864,5
2865,0
2866,5
2867,0
2868,0
2869,5
2870,0
2871,5
2872,7
2873,0
2874,0
2875,5
2876,5
2877,0
2878,0
2879,7
2880,5
2881,5
2882,0
2883,7
2884,7
2885,7
2886,5
2887,5
2888,0
2889,7
2890,5
2891,5
2892,7
2893,0
2894,5
2895,7
2896,0
2897,0
2898,0
2899,0
2900,5
2901,0
2902,5
2903,0
2904,0
2905,0
2906,5
2907,0
2908,5
2909,5
2910,5
2911,7
2912,5
2913,5
2914,5
2915,0
2916,0
2917,5
2918,0
2919,5
2920,0
2921,0
2922,5
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,5
2932,5
2933,0
2934,5
2935,0
2936,0
2937,5
2938,0
2939,0
2940,0
2941,0
2942,0
2943,0
2944,0
2945,7
2946,7
2947,0
2948,7
2949,0
2950,5
2951,0
2952,0
2953,0
2954,0
2955,0
2956,6
2957,5
2958,0
2959,0
2960,0
2961,0
2962,7
2963,5
2964,5
2965,5
2966,5
2967,0
2968,7
2969,0
2970,0
2971,0
2972,0
2973,5
2974,7
2975,0
2976,7
2977,0
2978,7
2979,0
2980,0
2981,0
2982,7
2983,0
2984,7
2985,5
2986,7
2987,5
2988,5
2989,0
2990,5
2991,5
2992,0
2993,0
2994,5
2995,7
2996,5
2997,0
