Id,label
813,1
814,2
815,1
816,1
817,1
818,1
819,1
820,2
821,1
822,0
823,2
824,1
825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,1
833,1
834,3
835,1
836,1
837,1
838,1
839,2
840,2
841,1
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,2
850,1
851,1
852,1
853,2
854,1
855,1
856,1
857,1
858,2
859,1
860,1
861,2
862,1
863,1
864,1
865,0
866,1
867,1
868,1
869,1
870,2
871,1
872,0
873,1
874,1
875,1
876,1
877,3
878,1
879,1
880,1
881,1
882,1
883,1
884,1
885,3
886,1
887,1
888,1
889,1
890,1
891,3
892,1
893,3
894,2
895,2
896,1
897,3
898,1
899,1
900,1
901,1
902,1
903,1
904,1
905,1
906,1
907,2
908,1
909,1
910,1
911,2
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,2
920,2
921,1
922,1
923,1
924,2
925,1
926,1
927,1
928,1
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,3
938,1
939,1
940,1
941,1
942,1
943,1
944,3
945,2
946,1
947,1
948,2
949,1
950,3
951,1
952,1
953,1
954,1
955,1
956,3
957,2
958,1
959,1
960,1
961,1
962,1
963,2
964,2
965,3
966,1
967,2
968,1
969,1
970,1
971,2
972,1
973,2
974,1
975,1
976,1
977,0
978,2
979,1
980,1
981,1
982,0
983,1
984,3
985,1
986,1
987,2
988,2
989,2
990,1
991,1
992,2
993,1
994,1
995,1
996,1
997,1
998,1
999,1
1000,1
1001,1
1002,1
1003,3
1004,2
1005,1
1006,2
1007,1
1008,1
1009,2
1010,2
1011,1
1012,1
1013,3
1014,1
1015,3
1016,1
1017,1
1018,2
1019,1
1020,1
1021,2
1022,2
1023,1
1024,1
1025,3
1026,1
1027,1
1028,1
1029,1
1030,2
1031,1
1032,1
1033,3
1034,2
1035,1
1036,3
1037,1
1038,2
1039,1
1040,3
1041,1
1042,3
1043,1
1044,1
1045,3
1046,3
1047,1
1048,1
1049,2
1050,1
1051,1
1052,1
1053,1
1054,1
1055,1
1056,3
1057,1
1058,1
1059,1
1060,1
1061,3
1062,1
1063,1
1064,1
1065,1
1066,1
1067,1
1068,1
1069,1
1070,1
1071,1
1072,0
1073,1
1074,2
1075,1
1076,1
1077,1
1078,1
1079,1
1080,3
1081,1
1082,1
1083,2
1084,1
1085,1
1086,3
1087,1
1088,1
1089,0
1090,1
1091,1
1092,1
1093,1
1094,3
1095,1
1096,3
1097,1
1098,3
1099,1
1100,1
1101,1
1102,1
1103,1
1104,1
1105,1
1106,2
1107,1
1108,1
1109,3
1110,1
1111,1
1112,1
1113,2
1114,1
1115,1
1116,1
1117,1
1118,1
1119,2
1120,1
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,2
1141,1
1142,1
1143,3
1144,1
1145,1
1146,1
1147,1
1148,1
1149,0
1150,3
1151,1
1152,1
1153,1
1154,1
1155,1
1156,1
1157,1
1158,1
1159,1
1160,1
1161,1
1162,1
1163,2
1164,1
1165,1
1166,1
1167,2
1168,1
1169,1
1170,2
1171,1
1172,2
1173,3
1174,1
1175,1
1176,1
1177,1
1178,3
1179,3
1180,1
1181,2
1182,1
1183,1
1184,0
1185,1
1186,1
1187,1
1188,1
1189,1
1190,1
1191,1
1192,1
1193,2
1194,1
1195,3
1196,1
1197,1
1198,1
1199,1
1200,0
1201,1
1202,1
1203,2
1204,1
1205,0
1206,1
1207,1
1208,1
1209,1
1210,3
1211,2
1212,1
1213,1
1214,1
1215,1
1216,2
1217,1
1218,2
1219,1
1220,1
1221,2
1222,2
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,2
1230,3
1231,1
1232,1
1233,0
1234,1
1235,1
1236,1
1237,1
1238,2
1239,1
1240,1
1241,3
1242,1
1243,1
1244,2
1245,2
1246,2
1247,1
1248,2
1249,1
1250,2
1251,1
1252,2
1253,0
1254,1
1255,1
1256,3
1257,1
1258,1
1259,1
1260,2
1261,1
1262,3
1263,1
1264,1
1265,1
1266,2
1267,1
1268,1
1269,3
1270,2
1271,1
1272,1
1273,1
1274,2
1275,1
1276,1
1277,1
1278,1
1279,1
1280,1
1281,3
1282,1
1283,1
1284,1
1285,1
1286,1
1287,1
1288,1
1289,1
1290,1
1291,1
1292,1
1293,1
1294,1
1295,3
1296,3
1297,3
1298,1
1299,1
1300,1
1301,1
1302,1
1303,2
1304,1
1305,1
1306,2
1307,1
1308,3
1309,1
1310,1
1311,1
1312,0
1313,1
1314,1
1315,1
1316,2
1317,1
1318,1
1319,1
1320,1
1321,1
1322,3
1323,1
1324,2
1325,1
1326,1
1327,3
1328,1
1329,1
1330,1
1331,1
1332,1
1333,1
1334,1
1335,3
1336,1
1337,2
1338,3
1339,1
1340,2
1341,1
1342,1
1343,1
1344,1
1345,2
1346,1
1347,1
1348,2
1349,1
1350,1
1351,2
1352,1
1353,3
1354,1
1355,2
1356,1
1357,1
1358,1
1359,1
1360,2
1361,0
1362,1
1363,1
1364,2
1365,1
1366,3
1367,1
1368,2
1369,1
1370,3
1371,1
1372,1
1373,1
1374,1
1375,3
1376,1
1377,1
1378,1
1379,1
1380,2
1381,1
1382,1
1383,1
1384,1
1385,3
1386,1
1387,1
1388,1
1389,1
1390,1
1391,3
1392,2
1393,2
1394,1
1395,1
1396,1
1397,1
1398,1
1399,1
1400,2
1401,1
1402,1
1403,1
1404,1
1405,1
1406,1
1407,1
1408,1
1409,2
1410,1
1411,1
1412,1
1413,3
1414,2
1415,2
1416,1
1417,1
1418,1
1419,2
1420,1
1421,1
1422,1
1423,3
1424,2
1425,2
1426,1
1427,1
1428,1
1429,1
1430,1
1431,1
1432,1
1433,3
1434,1
1435,0
1436,1
1437,1
1438,1
1439,1
1440,1
1441,1
1442,1
1443,2
1444,1
1445,1
1446,1
1447,1
1448,1
1449,2
1450,1
1451,1
1452,1
1453,1
1454,1
1455,2
1456,1
1457,2
1458,2
1459,0
1460,1
1461,1
1462,1
1463,1
1464,1
1465,1
1466,3
1467,1
1468,1
1469,1
1470,2
1471,1
1472,1
1473,0
1474,2
1475,1
1476,2
1477,1
1478,1
1479,2
1480,2
1481,1
1482,2
1483,1
1484,1
1485,1
1486,1
1487,1
1488,1
1489,1
1490,1
1491,3
1492,1
1493,1
1494,2
1495,2
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,1
1503,2
1504,1
1505,1
1506,2
1507,1
1508,1
1509,1
1510,1
1511,1
1512,3
1513,2
1514,1
1515,2
1516,1
1517,1
1518,1
1519,1
1520,1
1521,1
1522,2
1523,2
1524,3
1525,1
1526,3
1527,1
1528,3
1529,1
1530,1
1531,2
1532,1
1533,3
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1540,2
1541,3
1542,1
1543,1
1544,1
1545,1
1546,1
1547,1
1548,1
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,2
1556,1
1557,1
1558,1
1559,2
1560,0
1561,1
1562,3
1563,2
1564,3
1565,2
1566,1
1567,3
1568,0
1569,1
1570,1
1571,1
1572,1
1573,3
1574,2
1575,0
1576,2
1577,1
1578,0
1579,1
1580,2
1581,1
1582,2
1583,3
1584,1
1585,3
1586,1
1587,1
1588,2
1589,2
1590,2
1591,1
1592,1
1593,1
1594,2
1595,2
1596,1
1597,1
1598,1
1599,1
1600,1
1601,1
1602,1
1603,1
1604,1
1605,1
1606,1
1607,3
1608,1
1609,1
1610,1
1611,1
1612,1
1613,2
1614,3
1615,2
1616,1
1617,2
1618,1
1619,1
1620,3
1621,3
1622,2
1623,1
1624,1
1625,1
1626,1
1627,1
1628,2
1629,1
1630,1
1631,3
1632,1
1633,1
1634,1
1635,1
1636,1
1637,2
1638,2
1639,1
1640,1
1641,1
1642,1
1643,1
1644,1
1645,1
1646,1
1647,1
1648,1
1649,1
1650,1
1651,1
1652,2
1653,1
1654,0
1655,1
1656,2
1657,1
1658,0
1659,1
1660,1
1661,1
1662,2
1663,1
1664,1
1665,1
1666,2
1667,1
1668,1
1669,2
1670,1
1671,1
1672,1
1673,1
1674,1
1675,1
1676,1
1677,1
1678,1
1679,1
1680,1
1681,1
1682,2
1683,3
1684,1
1685,1
1686,1
1687,3
1688,3
1689,2
1690,1
1691,1
1692,2
1693,1
1694,1
1695,1
1696,1
1697,1
1698,1
1699,1
1700,1
1701,2
1702,2
1703,1
1704,3
1705,1
1706,1
1707,0
1708,1
1709,1
1710,1
1711,1
1712,0
1713,1
1714,1
1715,1
1716,2
1717,3
1718,1
1719,1
1720,3
1721,1
1722,1
1723,2
1724,1
1725,1
1726,2
1727,1
1728,1
1729,1
1730,2
1731,1
1732,0
1733,2
1734,1
1735,2
1736,0
1737,1
1738,1
1739,3
1740,1
1741,1
1742,1
1743,1
1744,1
1745,1
1746,3
1747,1
1748,1
1749,1
1750,1
1751,2
1752,1
1753,1
1754,1
1755,1
1756,2
1757,1
1758,1
1759,1
1760,1
1761,0
1762,2
1763,1
1764,1
1765,0
1766,1
1767,1
1768,3
1769,1
1770,1
1771,1
1772,1
1773,1
1774,1
1775,2
1776,1
1777,2
1778,1
1779,1
1780,1
1781,1
1782,1
1783,1
1784,0
1785,1
1786,3
1787,3
1788,2
1789,1
1790,1
1791,1
1792,1
1793,1
1794,1
1795,2
1796,0
1797,2
1798,1
1799,1
1800,0
1801,1
1802,1
1803,1
1804,1
1805,0
1806,1
1807,1
1808,1
1809,1
1810,1
1811,1
1812,1
1813,0
1814,1
1815,2
1816,1
1817,1
1818,2
1819,1
1820,1
1821,1
1822,1
1823,1
1824,1
1825,1
1826,1
1827,1
1828,3
1829,1
1830,3
1831,0
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,1
1840,2
1841,1
1842,1
1843,1
1844,1
1845,2
1846,1
1847,1
1848,1
1849,0
1850,3
1851,1
1852,1
1853,2
1854,1
1855,1
1856,1
1857,2
1858,1
1859,0
1860,1
1861,1
1862,1
1863,0
1864,1
1865,1
1866,0
1867,1
1868,1
1869,1
1870,1
1871,1
1872,0
1873,1
1874,0
1875,3
1876,1
1877,1
1878,2
1879,1
1880,1
1881,2
1882,1
1883,1
1884,2
1885,1
1886,3
1887,2
1888,1
1889,1
1890,1
1891,1
1892,1
1893,1
1894,1
1895,1
1896,1
1897,1
1898,1
1899,1
1900,3
1901,1
1902,1
1903,1
1904,2
1905,1
1906,1
1907,1
1908,0
1909,1
1910,2
1911,3
1912,1
1913,1
1914,3
1915,1
1916,1
1917,2
1918,1
1919,1
1920,1
1921,1
1922,1
1923,1
1924,2
1925,1
1926,3
1927,1
1928,1
1929,1
1930,1
1931,2
1932,3
1933,1
1934,1
1935,1
1936,1
1937,1
1938,1
1939,2
1940,3
1941,1
1942,1
1943,1
1944,2
1945,2
1946,1
1947,1
1948,0
1949,1
1950,1
1951,3
1952,1
1953,1
1954,1
1955,1
1956,1
1957,1
1958,1
1959,1
1960,1
1961,1
1962,3
1963,1
1964,2
1965,1
1966,3
1967,1
1968,1
1969,1
1970,1
1971,3
1972,1
1973,1
1974,1
1975,2
1976,1
1977,1
1978,1
1979,1
1980,1
1981,1
1982,1
1983,1
1984,1
1985,1
1986,1
1987,3
1988,1
1989,1
1990,1
1991,1
1992,1
1993,1
1994,3
1995,1
1996,1
1997,3
1998,1
1999,1
2000,1
2001,3
2002,0
2003,1
2004,2
2005,1
2006,1
2007,1
2008,1
2009,1
2010,1
2011,1
2012,2
2013,2
2014,2
2015,1
2016,3
2017,1
2018,1
2019,2
2020,3
2021,1
2022,1
2023,3
2024,1
2025,1
2026,2
2027,1
2028,1
2029,1
2030,1
2031,1
2032,1
2033,2
2034,1
2035,1
2036,1
2037,3
2038,1
2039,1
2040,1
2041,1
2042,1
2043,0
2044,1
2045,1
2046,2
2047,1
2048,1
2049,1
2050,2
2051,1
2052,2
2053,1
2054,1
2055,1
2056,1
2057,1
2058,2
2059,1
2060,1
2061,1
2062,0
2063,2
2064,3
2065,1
2066,2
2067,1
2068,2
2069,1
2070,1
2071,1
2072,1
2073,3
2074,1
2075,3
2076,1
2077,1
2078,1
2079,1
2080,1
2081,1
2082,1
2083,1
2084,2
2085,1
2086,1
2087,1
2088,1
2089,1
2090,1
2091,1
2092,1
2093,1
2094,1
2095,1
2096,1
2097,1
2098,1
2099,1
2100,2
2101,2
2102,2
2103,1
2104,1
2105,1
2106,0
2107,1
2108,1
2109,2
2110,1
2111,1
2112,1
2113,2
2114,3
2115,1
2116,3
2117,1
2118,2
2119,1
2120,2
2121,2
2122,1
2123,1
2124,1
2125,1
2126,1
2127,1
2128,1
2129,1
2130,1
2131,1
2132,1
2133,1
2134,1
2135,2
2136,1
2137,1
2138,1
2139,1
2140,1
2141,1
2142,1
2143,2
2144,1
2145,1
2146,2
2147,1
2148,1
2149,3
2150,1
2151,3
2152,1
2153,3
2154,1
2155,1
2156,1
2157,1
2158,1
2159,1
2160,3
2161,1
2162,1
2163,1
2164,1
2165,2
2166,3
2167,1
2168,1
2169,1
2170,1
2171,1
2172,1
2173,1
2174,1
2175,2
2176,1
2177,1
2178,1
2179,1
2180,1
2181,1
2182,1
2183,3
2184,1
2185,1
2186,1
2187,1
2188,1
2189,2
2190,1
2191,1
2192,2
2193,1
2194,1
2195,1
2196,2
2197,1
2198,1
2199,1
2200,1
2201,1
2202,1
2203,1
2204,1
2205,1
2206,1
2207,1
2208,1
2209,2
2210,1
2211,1
2212,1
2213,1
2214,3
2215,2
2216,1
2217,1
2218,1
2219,3
2220,1
2221,1
2222,3
2223,1
2224,1
2225,2
2226,1
2227,1
2228,2
2229,1
2230,1
2231,1
2232,1
2233,1
2234,3
2235,1
2236,1
2237,1
2238,1
2239,1
2240,0
2241,1
2242,1
2243,1
2244,2
2245,1
2246,2
2247,1
2248,1
2249,3
2250,1
2251,2
2252,2
2253,2
2254,1
2255,1
2256,2
2257,1
2258,2
2259,1
2260,2
2261,2
2262,2
2263,1
2264,2
2265,1
2266,1
2267,2
2268,1
2269,1
2270,1
2271,2
2272,2
2273,1
2274,1
2275,1
2276,1
2277,1
2278,1
2279,1
2280,2
2281,1
2282,0
2283,1
2284,1
2285,1
2286,1
2287,1
2288,1
2289,1
2290,1
2291,2
2292,1
2293,1
2294,1
2295,1
2296,1
2297,1
2298,0
2299,1
2300,1
2301,1
2302,1
2303,1
2304,2
2305,1
2306,2
2307,1
2308,1
2309,2
2310,1
2311,2
2312,1
2313,1
2314,1
2315,3
2316,1
2317,1
2318,1
2319,2
2320,1
2321,1
2322,1
2323,1
2324,1
2325,1
2326,1
2327,1
2328,1
2329,1
2330,1
2331,1
2332,1
2333,1
2334,1
2335,1
2336,1
2337,1
2338,1
2339,1
2340,1
2341,1
2342,1
2343,2
2344,1
2345,1
2346,1
2347,0
2348,2
2349,1
2350,1
2351,1
2352,1
2353,1
2354,1
2355,2
2356,2
2357,3
2358,1
2359,1
2360,3
2361,1
2362,1
2363,1
2364,1
2365,1
2366,1
2367,1
2368,1
2369,1
2370,2
2371,1
2372,2
2373,1
2374,1
2375,1
2376,2
2377,1
2378,3
2379,1
2380,3
2381,1
2382,1
2383,1
2384,1
2385,1
2386,1
2387,3
2388,1
2389,2
2390,1
2391,1
2392,1
2393,3
2394,3
2395,1
2396,2
2397,1
2398,2
2399,1
2400,3
2401,1
2402,2
2403,1
2404,3
2405,1
2406,1
2407,1
2408,1
2409,1
2410,1
2411,2
2412,1
2413,2
2414,1
2415,2
2416,1
2417,1
2418,1
2419,1
2420,1
2421,1
2422,1
2423,1
2424,2
2425,2
2426,0
2427,0
2428,1
2429,1
2430,1
2431,1
2432,1
2433,1
2434,1
2435,1
2436,1
2437,1
2438,1
2439,1
2440,0
2441,2
2442,2
2443,1
2444,1
2445,1
2446,3
2447,2
2448,0
2449,1
2450,2
2451,1
2452,0
2453,1
2454,1
2455,3
2456,2
2457,1
2458,1
2459,1
2460,1
2461,1
2462,1
2463,3
2464,3
2465,1
2466,1
2467,2
2468,2
2469,1
2470,1
2471,3
2472,2
2473,2
2474,2
2475,1
2476,2
2477,2
2478,1
2479,1
2480,1
2481,1
2482,1
2483,3
2484,1
2485,3
2486,1
2487,1
2488,1
2489,1
2490,1
2491,1
2492,1
2493,2
2494,1
2495,3
2496,1
2497,1
2498,1
2499,2
2500,1
2501,1
2502,1
2503,1
2504,1
2505,2
2506,1
2507,1
2508,1
2509,1
2510,1
2511,1
2512,0
2513,1
2514,1
2515,1
2516,1
2517,1
2518,1
2519,1
2520,1
2521,1
2522,1
2523,1
2524,1
2525,3
2526,1
2527,1
2528,1
2529,1
2530,1
2531,1
2532,2
2533,2
2534,1
2535,1
2536,1
2537,1
2538,2
2539,1
2540,1
2541,1
2542,0
2543,1
2544,1
2545,1
2546,1
2547,1
2548,2
2549,1
2550,1
2551,1
2552,1
2553,1
2554,2
2555,1
2556,2
2557,1
2558,1
2559,1
2560,2
2561,1
2562,3
2563,1
2564,1
2565,1
2566,1
2567,2
2568,1
2569,1
2570,1
2571,1
2572,1
2573,2
2574,1
2575,1
2576,3
2577,2
2578,2
2579,1
2580,2
2581,1
2582,2
2583,1
2584,1
2585,2
2586,1
2587,1
2588,2
2589,1
2590,3
2591,1
2592,1
2593,2
2594,1
2595,1
2596,2
2597,1
2598,3
2599,1
2600,1
2601,1
2602,1
2603,2
2604,2
2605,2
2606,1
2607,3
2608,3
2609,1
2610,1
2611,3
2612,1
2613,1
2614,3
2615,1
2616,1
2617,1
2618,1
2619,1
2620,1
2621,2
2622,2
2623,1
2624,3
2625,1
2626,2
2627,2
2628,1
2629,1
2630,1
2631,1
2632,1
2633,1
2634,1
2635,1
2636,1
2637,1
2638,1
2639,1
2640,2
2641,1
2642,1
2643,2
2644,1
2645,1
2646,3
2647,1
2648,1
2649,3
2650,2
2651,3
2652,1
2653,1
2654,2
2655,0
2656,1
2657,2
2658,1
2659,1
2660,1
2661,1
2662,1
2663,1
2664,1
2665,1
2666,2
2667,3
2668,1
2669,1
2670,1
2671,1
2672,1
2673,2
2674,1
2675,1
2676,1
2677,2
2678,1
2679,3
2680,0
2681,1
2682,0
2683,1
2684,1
2685,1
2686,3
2687,0
2688,1
2689,2
2690,2
2691,1
2692,1
2693,1
2694,3
2695,1
2696,1
2697,2
2698,1
2699,1
2700,2
2701,1
2702,1
2703,1
2704,1
2705,2
2706,1
2707,1
2708,1
2709,1
2710,1
2711,3
2712,1
2713,1
2714,2
2715,1
2716,2
2717,1
2718,1
2719,1
2720,2
2721,2
2722,0
2723,1
2724,0
2725,3
2726,1
2727,3
2728,1
2729,2
2730,1
2731,1
2732,1
2733,1
2734,1
2735,2
2736,1
2737,1
2738,1
2739,1
2740,2
2741,0
2742,3
2743,1
2744,1
2745,2
2746,1
2747,1
2748,1
2749,1
2750,0
2751,1
2752,1
2753,1
2754,3
2755,1
2756,1
2757,1
2758,1
2759,3
2760,1
2761,2
2762,3
2763,2
2764,1
2765,1
2766,1
2767,3
2768,2
2769,1
2770,1
2771,1
2772,1
2773,1
2774,2
2775,1
2776,1
2777,1
2778,1
2779,1
2780,1
2781,1
2782,1
2783,3
2784,1
2785,1
2786,1
2787,1
2788,0
2789,2
2790,1
2791,1
2792,1
2793,1
2794,1
2795,1
2796,1
2797,1
2798,1
2799,1
2800,1
2801,1
2802,1
2803,2
2804,2
2805,3
2806,1
2807,1
2808,2
2809,1
2810,1
2811,1
2812,1
2813,3
2814,1
2815,1
2816,1
2817,1
2818,1
2819,2
2820,0
2821,1
2822,2
2823,2
2824,1
2825,2
2826,1
2827,1
2828,3
2829,1
2830,3
2831,1
2832,1
2833,3
2834,2
2835,0
2836,0
2837,1
2838,0
2839,2
2840,2
2841,1
2842,1
2843,2
2844,1
2845,2
2846,1
2847,1
2848,1
2849,3
2850,1
2851,1
2852,1
2853,3
2854,2
2855,1
2856,1
2857,1
2858,1
2859,2
2860,1
2861,1
2862,1
2863,1
2864,2
2865,1
2866,3
2867,1
2868,1
2869,2
2870,1
2871,1
2872,1
2873,1
2874,1
2875,2
2876,1
2877,1
2878,2
2879,1
2880,1
2881,1
2882,2
2883,1
2884,0
2885,1
2886,1
2887,1
2888,2
2889,0
2890,1
2891,1
2892,1
2893,1
2894,1
2895,1
2896,1
2897,2
2898,2
2899,1
2900,1
2901,2
2902,2
2903,2
2904,3
2905,3
2906,1
2907,2
2908,1
2909,3
2910,2
2911,1
2912,2
2913,3
2914,1
2915,3
2916,3
2917,1
2918,1
2919,1
2920,1
2921,1
2922,1
2923,1
2924,1
2925,3
2926,1
2927,3
2928,1
2929,1
2930,1
2931,1
2932,1
2933,1
2934,2
2935,1
2936,1
2937,1
2938,1
2939,2
2940,1
2941,1
2942,1
2943,2
2944,1
2945,1
2946,3
2947,3
2948,1
2949,1
2950,1
2951,2
2952,1
2953,1
2954,1
2955,1
2956,0
2957,1
2958,1
2959,1
2960,1
2961,2
2962,1
2963,1
2964,2
2965,1
2966,2
2967,1
2968,1
2969,1
2970,3
2971,1
2972,3
2973,1
2974,1
2975,1
2976,1
2977,1
2978,1
2979,1
2980,1
2981,2
2982,1
2983,1
2984,1
2985,2
2986,1
2987,1
2988,3
2989,0
2990,1
2991,1
2992,3
2993,1
2994,1
2995,1
2996,1
2997,1
